,age,job,marital,education,contact,month,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,deposit_approve
40472,35,admin.,married,university.degree,cellular,aug,765,2,yes,3,success,-1.7,94.027,-38.3,0.903,yes
40473,66,admin.,divorced,university.degree,cellular,aug,222,3,yes,2,success,-1.7,94.027,-38.3,0.903,yes
40475,41,admin.,married,university.degree,telephone,aug,345,1,yes,3,failure,-1.7,94.027,-38.3,0.899,yes
40476,42,technician,married,professional.course,cellular,aug,295,1,yes,2,success,-1.7,94.027,-38.3,0.899,yes
40478,67,housemaid,divorced,professional.course,cellular,aug,350,1,yes,2,success,-1.7,94.027,-38.3,0.899,yes
40480,52,management,married,university.degree,cellular,aug,175,3,yes,3,success,-1.7,94.027,-38.3,0.899,yes
40481,70,technician,married,unknown,cellular,aug,411,1,no,0,nonexistent,-1.7,94.027,-38.3,0.899,yes
40482,33,admin.,married,university.degree,cellular,aug,361,1,no,0,nonexistent,-1.7,94.027,-38.3,0.899,yes
40484,76,retired,married,university.degree,cellular,aug,504,2,yes,3,success,-1.7,94.027,-38.3,0.899,yes
40485,27,admin.,married,university.degree,cellular,aug,312,3,yes,1,success,-1.7,94.027,-38.3,0.899,yes
40487,33,admin.,married,university.degree,cellular,aug,265,1,yes,3,success,-1.7,94.027,-38.3,0.899,yes
40490,33,management,married,university.degree,telephone,aug,201,1,yes,2,success,-1.7,94.027,-38.3,0.899,yes
40492,42,blue-collar,married,basic.9y,cellular,aug,261,1,yes,1,success,-1.7,94.027,-38.3,0.898,yes
40493,25,student,single,high.school,telephone,aug,461,1,no,0,nonexistent,-1.7,94.027,-38.3,0.898,yes
40494,48,self-employed,divorced,university.degree,cellular,aug,222,4,no,0,nonexistent,-1.7,94.027,-38.3,0.898,yes
40495,38,entrepreneur,married,university.degree,cellular,aug,633,1,yes,1,success,-1.7,94.027,-38.3,0.898,yes
40496,39,services,single,high.school,cellular,aug,308,6,no,0,nonexistent,-1.7,94.027,-38.3,0.898,yes
40498,36,services,single,university.degree,cellular,aug,394,6,no,0,nonexistent,-1.7,94.027,-38.3,0.898,yes
40499,30,admin.,single,university.degree,cellular,aug,177,6,yes,3,success,-1.7,94.027,-38.3,0.898,yes
40504,42,technician,married,university.degree,cellular,aug,211,3,yes,2,success,-1.7,94.027,-38.3,0.898,yes
40506,31,admin.,married,professional.course,cellular,aug,318,2,no,0,nonexistent,-1.7,94.027,-38.3,0.8959999999999999,yes
40509,31,admin.,single,university.degree,cellular,aug,239,3,no,0,nonexistent,-1.7,94.027,-38.3,0.8959999999999999,yes
40510,34,technician,single,basic.9y,cellular,aug,205,3,yes,3,success,-1.7,94.027,-38.3,0.8959999999999999,yes
40514,33,student,married,professional.course,cellular,aug,265,3,yes,4,success,-1.7,94.027,-38.3,0.8959999999999999,yes
40517,58,self-employed,married,university.degree,cellular,aug,326,4,yes,3,success,-1.7,94.027,-38.3,0.895,yes
40542,30,admin.,single,university.degree,cellular,aug,343,1,no,0,nonexistent,-1.7,94.027,-38.3,0.8859999999999999,yes
40544,33,blue-collar,married,professional.course,cellular,aug,253,4,no,0,nonexistent,-1.7,94.027,-38.3,0.8859999999999999,yes
40546,76,retired,divorced,basic.4y,cellular,aug,185,1,no,1,failure,-1.7,94.027,-38.3,0.8859999999999999,yes
40547,60,retired,married,high.school,cellular,aug,443,2,no,2,failure,-1.7,94.027,-38.3,0.8859999999999999,yes
40548,56,retired,married,university.degree,cellular,aug,634,3,no,1,failure,-1.7,94.027,-38.3,0.8859999999999999,yes
40552,27,admin.,married,university.degree,cellular,aug,415,5,yes,1,success,-1.7,94.027,-38.3,0.8859999999999999,yes
40553,64,retired,married,professional.course,cellular,sep,222,2,no,0,nonexistent,-1.1,94.199,-37.5,0.8859999999999999,yes
40556,69,retired,married,high.school,cellular,sep,840,1,yes,2,success,-1.1,94.199,-37.5,0.8859999999999999,yes
40557,33,technician,married,professional.course,cellular,sep,269,1,no,0,nonexistent,-1.1,94.199,-37.5,0.8859999999999999,yes
40558,37,admin.,married,university.degree,cellular,sep,729,1,no,1,failure,-1.1,94.199,-37.5,0.8859999999999999,yes
40559,24,student,single,unknown,cellular,sep,300,1,yes,1,success,-1.1,94.199,-37.5,0.8859999999999999,yes
40561,60,admin.,divorced,professional.course,cellular,sep,481,1,no,1,failure,-1.1,94.199,-37.5,0.8859999999999999,yes
40563,59,admin.,married,university.degree,cellular,sep,193,1,yes,1,success,-1.1,94.199,-37.5,0.8859999999999999,yes
40564,45,blue-collar,single,high.school,cellular,sep,327,1,no,0,nonexistent,-1.1,94.199,-37.5,0.8859999999999999,yes
40567,37,admin.,married,university.degree,cellular,sep,265,2,yes,2,success,-1.1,94.199,-37.5,0.8859999999999999,yes
40573,22,student,single,high.school,cellular,sep,369,3,yes,1,success,-1.1,94.199,-37.5,0.8859999999999999,yes
40574,45,management,married,university.degree,cellular,sep,293,2,yes,2,success,-1.1,94.199,-37.5,0.8859999999999999,yes
40575,81,retired,divorced,basic.4y,cellular,sep,532,2,yes,1,success,-1.1,94.199,-37.5,0.8859999999999999,yes
40585,39,management,married,university.degree,cellular,sep,291,3,no,0,nonexistent,-1.1,94.199,-37.5,0.884,yes
40586,60,retired,married,university.degree,cellular,sep,529,2,yes,1,success,-1.1,94.199,-37.5,0.884,yes
40589,47,management,married,university.degree,cellular,sep,362,1,yes,2,success,-1.1,94.199,-37.5,0.884,yes
40594,60,retired,married,university.degree,cellular,sep,799,2,no,0,nonexistent,-1.1,94.199,-37.5,0.884,yes
40595,32,services,single,university.degree,cellular,sep,404,1,yes,3,success,-1.1,94.199,-37.5,0.884,yes
40596,32,admin.,single,university.degree,cellular,sep,150,2,yes,3,success,-1.1,94.199,-37.5,0.884,yes
40598,43,unemployed,married,basic.9y,cellular,sep,270,2,yes,1,success,-1.1,94.199,-37.5,0.883,yes
40601,57,management,married,university.degree,cellular,sep,277,2,yes,2,success,-1.1,94.199,-37.5,0.883,yes
40604,31,admin.,single,high.school,cellular,sep,252,2,yes,2,success,-1.1,94.199,-37.5,0.883,yes
40610,30,admin.,single,high.school,cellular,sep,219,3,yes,1,success,-1.1,94.199,-37.5,0.883,yes
40612,51,technician,married,professional.course,cellular,sep,841,2,no,2,failure,-1.1,94.199,-37.5,0.882,yes
40616,22,admin.,single,university.degree,cellular,sep,194,2,no,3,failure,-1.1,94.199,-37.5,0.882,yes
40617,33,admin.,married,university.degree,cellular,sep,369,3,no,0,nonexistent,-1.1,94.199,-37.5,0.882,yes
40619,43,entrepreneur,married,university.degree,cellular,sep,255,1,yes,1,success,-1.1,94.199,-37.5,0.882,yes
40626,35,admin.,married,high.school,cellular,sep,415,1,no,2,failure,-1.1,94.199,-37.5,0.882,yes
40627,32,admin.,married,high.school,cellular,sep,908,1,yes,4,success,-1.1,94.199,-37.5,0.882,yes
40628,34,admin.,married,university.degree,cellular,sep,250,3,no,0,nonexistent,-1.1,94.199,-37.5,0.882,yes
40638,85,retired,married,basic.4y,cellular,sep,728,1,yes,2,success,-1.1,94.199,-37.5,0.8809999999999999,yes
40639,89,retired,divorced,basic.4y,cellular,sep,314,1,no,0,nonexistent,-1.1,94.199,-37.5,0.8809999999999999,yes
40643,26,admin.,single,university.degree,cellular,sep,386,3,yes,3,success,-1.1,94.199,-37.5,0.8809999999999999,yes
40644,36,management,divorced,university.degree,cellular,sep,190,3,yes,1,success,-1.1,94.199,-37.5,0.8809999999999999,yes
40645,36,management,divorced,university.degree,cellular,sep,337,1,yes,1,success,-1.1,94.199,-37.5,0.8809999999999999,yes
40648,26,admin.,single,university.degree,cellular,sep,201,1,no,0,nonexistent,-1.1,94.199,-37.5,0.8809999999999999,yes
40651,86,retired,married,basic.4y,cellular,sep,288,3,no,0,nonexistent,-1.1,94.199,-37.5,0.8809999999999999,yes
40652,42,admin.,single,high.school,cellular,sep,638,1,yes,1,success,-1.1,94.199,-37.5,0.88,yes
40653,44,management,married,university.degree,cellular,sep,210,1,yes,3,success,-1.1,94.199,-37.5,0.88,yes
40656,67,unknown,divorced,unknown,cellular,sep,220,2,yes,2,success,-1.1,94.199,-37.5,0.88,yes
40659,46,services,married,university.degree,cellular,sep,630,1,no,0,nonexistent,-1.1,94.199,-37.5,0.88,yes
40660,32,blue-collar,married,basic.4y,cellular,sep,830,2,no,0,nonexistent,-1.1,94.199,-37.5,0.88,yes
40661,31,student,single,unknown,cellular,sep,708,2,yes,2,success,-1.1,94.199,-37.5,0.88,yes
40663,28,management,single,university.degree,cellular,sep,358,3,yes,1,success,-1.1,94.199,-37.5,0.88,yes
40664,32,blue-collar,married,basic.4y,telephone,sep,606,3,yes,4,success,-1.1,94.199,-37.5,0.88,yes
40668,38,technician,single,professional.course,cellular,sep,284,3,yes,1,success,-1.1,94.199,-37.5,0.879,yes
40670,29,admin.,single,high.school,cellular,sep,216,1,yes,2,success,-1.1,94.199,-37.5,0.879,yes
40671,60,admin.,married,professional.course,cellular,sep,261,1,yes,1,success,-1.1,94.199,-37.5,0.879,yes
40673,45,unemployed,married,professional.course,cellular,sep,679,1,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40674,27,technician,single,university.degree,cellular,sep,404,1,yes,1,success,-1.1,94.199,-37.5,0.879,yes
40675,27,technician,single,university.degree,cellular,sep,530,1,yes,1,success,-1.1,94.199,-37.5,0.879,yes
40676,38,technician,single,professional.course,cellular,sep,430,4,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40677,33,admin.,married,high.school,cellular,sep,202,1,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40679,37,admin.,single,university.degree,cellular,sep,209,1,yes,4,success,-1.1,94.199,-37.5,0.879,yes
40682,26,technician,single,basic.9y,cellular,sep,305,1,no,1,failure,-1.1,94.199,-37.5,0.879,yes
40683,34,admin.,single,high.school,cellular,sep,204,1,yes,1,success,-1.1,94.199,-37.5,0.879,yes
40684,27,admin.,single,university.degree,cellular,sep,167,3,yes,1,success,-1.1,94.199,-37.5,0.879,yes
40685,38,technician,single,professional.course,cellular,sep,386,2,yes,1,success,-1.1,94.199,-37.5,0.879,yes
40686,83,retired,divorced,basic.4y,cellular,sep,268,1,yes,3,success,-1.1,94.199,-37.5,0.879,yes
40690,64,retired,divorced,basic.4y,telephone,sep,211,2,yes,2,success,-1.1,94.199,-37.5,0.878,yes
40691,29,technician,single,professional.course,cellular,sep,255,1,yes,2,success,-1.1,94.199,-37.5,0.878,yes
40692,38,services,single,high.school,cellular,sep,256,2,no,0,nonexistent,-1.1,94.199,-37.5,0.878,yes
40699,23,student,single,basic.9y,cellular,sep,218,3,yes,2,success,-1.1,94.199,-37.5,0.879,yes
40701,29,technician,single,professional.course,cellular,sep,273,3,no,2,failure,-1.1,94.199,-37.5,0.879,yes
40703,71,retired,married,high.school,cellular,sep,363,1,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40709,57,admin.,divorced,high.school,cellular,sep,473,1,yes,5,success,-1.1,94.199,-37.5,0.877,yes
40714,84,retired,divorced,unknown,cellular,sep,333,1,yes,2,success,-1.1,94.199,-37.5,0.877,yes
40715,39,management,married,university.degree,cellular,sep,358,2,no,0,nonexistent,-1.1,94.199,-37.5,0.877,yes
40716,82,housemaid,married,basic.4y,telephone,sep,279,3,yes,2,success,-1.1,94.199,-37.5,0.877,yes
40717,30,technician,single,professional.course,cellular,sep,221,2,no,1,failure,-1.1,94.199,-37.5,0.877,yes
40718,86,retired,married,unknown,cellular,sep,211,1,yes,4,success,-1.1,94.199,-37.5,0.877,yes
40720,34,admin.,married,professional.course,cellular,sep,409,1,no,1,failure,-1.1,94.199,-37.5,0.877,yes
40721,34,admin.,married,professional.course,cellular,sep,230,1,yes,3,success,-1.1,94.199,-37.5,0.877,yes
40722,31,admin.,single,university.degree,cellular,sep,194,1,no,0,nonexistent,-1.1,94.199,-37.5,0.877,yes
40723,53,management,divorced,university.degree,cellular,sep,404,2,yes,2,success,-1.1,94.199,-37.5,0.877,yes
40725,30,technician,single,professional.course,telephone,sep,808,1,yes,2,failure,-1.1,94.199,-37.5,0.877,yes
40727,86,retired,married,unknown,cellular,sep,340,1,no,0,nonexistent,-1.1,94.199,-37.5,0.877,yes
40728,24,student,single,high.school,cellular,sep,251,2,yes,2,success,-1.1,94.199,-37.5,0.8759999999999999,yes
40729,52,admin.,married,professional.course,cellular,sep,506,3,no,0,nonexistent,-1.1,94.199,-37.5,0.8759999999999999,yes
40731,19,student,single,basic.4y,cellular,sep,396,2,yes,3,success,-1.1,94.199,-37.5,0.8759999999999999,yes
40732,36,management,married,university.degree,cellular,sep,331,1,yes,4,failure,-1.1,94.199,-37.5,0.8759999999999999,yes
40734,23,student,single,professional.course,cellular,sep,316,1,yes,2,success,-1.1,94.199,-37.5,0.8759999999999999,yes
40735,60,retired,married,high.school,cellular,sep,200,1,yes,1,success,-1.1,94.199,-37.5,0.8759999999999999,yes
40736,52,admin.,married,professional.course,cellular,sep,953,2,no,0,nonexistent,-1.1,94.199,-37.5,0.8759999999999999,yes
40738,39,entrepreneur,married,professional.course,telephone,sep,511,3,yes,1,success,-1.1,94.199,-37.5,0.8759999999999999,yes
40740,33,technician,married,university.degree,cellular,sep,216,1,no,0,nonexistent,-1.1,94.199,-37.5,0.8759999999999999,yes
40741,23,student,single,professional.course,cellular,sep,213,2,yes,1,success,-1.1,94.199,-37.5,0.8759999999999999,yes
40744,19,student,single,basic.6y,cellular,sep,161,2,yes,4,success,-1.1,94.199,-37.5,0.879,yes
40746,37,admin.,married,university.degree,cellular,sep,173,1,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40747,36,unemployed,single,high.school,cellular,sep,225,1,yes,1,success,-1.1,94.199,-37.5,0.879,yes
40748,82,retired,divorced,basic.4y,cellular,sep,143,2,no,1,failure,-1.1,94.199,-37.5,0.879,yes
40749,25,student,single,high.school,cellular,sep,574,3,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40751,31,admin.,married,university.degree,cellular,sep,193,1,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40752,33,technician,single,university.degree,cellular,sep,463,1,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40753,23,admin.,single,university.degree,cellular,sep,270,3,no,1,failure,-1.1,94.199,-37.5,0.879,yes
40754,24,admin.,single,university.degree,cellular,sep,303,1,no,1,failure,-1.1,94.199,-37.5,0.879,yes
40755,56,admin.,married,basic.9y,cellular,sep,319,1,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40756,77,retired,married,basic.4y,cellular,sep,190,1,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40758,33,technician,married,unknown,cellular,sep,414,1,yes,3,failure,-1.1,94.199,-37.5,0.879,yes
40759,19,student,single,basic.6y,cellular,sep,452,5,yes,1,success,-1.1,94.199,-37.5,0.879,yes
40762,23,student,single,basic.9y,cellular,sep,954,1,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40763,30,technician,single,university.degree,cellular,sep,327,2,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40766,34,technician,single,university.degree,cellular,sep,294,4,yes,3,success,-1.1,94.199,-37.5,0.879,yes
40767,34,technician,single,university.degree,cellular,sep,285,3,no,1,failure,-1.1,94.199,-37.5,0.879,yes
40768,26,technician,single,university.degree,cellular,sep,374,1,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40769,41,management,divorced,university.degree,cellular,sep,164,5,yes,3,success,-1.1,94.199,-37.5,0.879,yes
40770,36,technician,married,university.degree,cellular,sep,328,1,no,1,failure,-1.1,94.199,-37.5,0.879,yes
40771,26,technician,single,university.degree,cellular,sep,284,3,no,1,failure,-1.1,94.199,-37.5,0.879,yes
40773,34,technician,single,university.degree,telephone,sep,231,1,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40774,31,services,single,high.school,cellular,sep,336,2,yes,1,success,-1.1,94.199,-37.5,0.879,yes
40775,25,student,single,high.school,telephone,sep,185,1,no,0,nonexistent,-1.1,94.199,-37.5,0.8759999999999999,yes
40779,38,blue-collar,single,high.school,cellular,sep,263,1,yes,3,success,-1.1,94.199,-37.5,0.879,yes
40780,41,unemployed,married,high.school,cellular,sep,175,1,yes,1,success,-1.1,94.199,-37.5,0.879,yes
40781,33,admin.,married,university.degree,cellular,sep,208,2,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40782,33,admin.,married,university.degree,cellular,sep,397,1,no,2,failure,-1.1,94.199,-37.5,0.879,yes
40783,33,technician,married,professional.course,cellular,sep,569,1,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40784,32,technician,married,basic.9y,cellular,sep,155,1,yes,1,success,-1.1,94.199,-37.5,0.879,yes
40785,32,technician,married,basic.9y,cellular,sep,183,1,yes,5,success,-1.1,94.199,-37.5,0.879,yes
40786,41,unemployed,married,high.school,cellular,sep,182,1,yes,3,success,-1.1,94.199,-37.5,0.879,yes
40787,33,admin.,married,university.degree,telephone,sep,396,2,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40792,28,blue-collar,single,university.degree,cellular,sep,744,1,no,0,nonexistent,-1.1,94.199,-37.5,0.878,yes
40797,58,admin.,married,high.school,cellular,sep,337,1,yes,1,success,-1.1,94.199,-37.5,0.878,yes
40798,42,admin.,single,high.school,cellular,sep,209,1,no,0,nonexistent,-1.1,94.199,-37.5,0.878,yes
40799,23,student,single,high.school,cellular,sep,409,2,yes,2,success,-1.1,94.199,-37.5,0.878,yes
40801,53,technician,married,university.degree,cellular,sep,156,2,no,0,nonexistent,-1.1,94.199,-37.5,0.878,yes
40803,31,technician,married,university.degree,cellular,sep,244,1,yes,1,success,-1.1,94.199,-37.5,0.878,yes
40805,33,admin.,married,university.degree,cellular,sep,272,2,no,0,nonexistent,-1.1,94.199,-37.5,0.878,yes
40813,58,admin.,married,university.degree,cellular,sep,272,4,yes,1,success,-1.1,94.199,-37.5,0.878,yes
40816,30,technician,single,university.degree,cellular,sep,173,2,yes,4,failure,-1.1,94.199,-37.5,0.879,yes
40819,31,admin.,married,university.degree,cellular,sep,232,2,yes,1,success,-1.1,94.199,-37.5,0.879,yes
40820,33,unemployed,single,unknown,cellular,sep,224,2,no,1,failure,-1.1,94.199,-37.5,0.879,yes
40822,26,technician,single,professional.course,cellular,sep,249,1,yes,3,success,-1.1,94.199,-37.5,0.879,yes
40823,33,technician,single,professional.course,cellular,sep,395,1,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40824,25,student,single,unknown,cellular,sep,732,1,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40828,31,admin.,single,high.school,cellular,sep,262,5,yes,3,success,-1.1,94.199,-37.5,0.879,yes
40830,48,services,married,basic.6y,cellular,sep,188,2,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40839,48,unemployed,married,professional.course,cellular,sep,315,2,no,0,nonexistent,-1.1,94.199,-37.5,0.879,yes
40844,30,student,single,professional.course,cellular,sep,282,2,yes,1,success,-1.1,94.199,-37.5,0.88,yes
40845,29,admin.,single,university.degree,cellular,sep,600,2,yes,3,success,-1.1,94.199,-37.5,0.88,yes
40851,42,management,married,university.degree,cellular,sep,232,1,yes,2,success,-1.1,94.199,-37.5,0.8859999999999999,yes
40852,34,admin.,married,university.degree,cellular,sep,245,3,no,0,nonexistent,-1.1,94.199,-37.5,0.8859999999999999,yes
40854,42,admin.,divorced,university.degree,cellular,sep,678,1,yes,1,success,-1.1,94.199,-37.5,0.8859999999999999,yes
40855,41,admin.,married,unknown,cellular,sep,845,1,yes,3,success,-1.1,94.199,-37.5,0.8859999999999999,yes
40866,32,technician,married,professional.course,cellular,oct,311,1,yes,1,success,-1.1,94.601,-49.5,0.9590000000000001,yes
40867,32,technician,married,professional.course,cellular,oct,486,1,no,0,nonexistent,-1.1,94.601,-49.5,0.9590000000000001,yes
40868,26,technician,single,university.degree,cellular,oct,649,1,no,0,nonexistent,-1.1,94.601,-49.5,0.9590000000000001,yes
40869,26,blue-collar,single,basic.6y,cellular,oct,808,1,no,0,nonexistent,-1.1,94.601,-49.5,0.9590000000000001,yes
40870,35,technician,married,professional.course,cellular,oct,608,1,yes,2,failure,-1.1,94.601,-49.5,0.9590000000000001,yes
40872,32,technician,married,professional.course,cellular,oct,275,2,no,0,nonexistent,-1.1,94.601,-49.5,0.9590000000000001,yes
40874,41,technician,married,professional.course,cellular,oct,391,2,yes,1,success,-1.1,94.601,-49.5,0.9590000000000001,yes
40875,57,admin.,married,university.degree,cellular,oct,229,2,yes,2,success,-1.1,94.601,-49.5,0.9590000000000001,yes
40877,22,self-employed,single,professional.course,cellular,oct,218,1,no,0,nonexistent,-1.1,94.601,-49.5,0.9590000000000001,yes
40884,51,admin.,married,university.degree,cellular,oct,236,3,yes,1,success,-1.1,94.601,-49.5,0.965,yes
